,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Date
9589,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Excellent,Mr Adrian Knights,5.0,United Kingdom,nan,Verified Purchase,"Initially thought it was too small because I was used to a much larger one at the gym. Now, not at all it fits very snugly in my gym bag and because of its size I can use it everywhere. It is very sturdy and I am 6' 2"" and 111kgs. Easy to assemble and resemble. Would strongly recommend.",2020-03-29
9595,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,I just need to use it more,Henry,4.0,United Kingdom,nan,Verified Purchase,"Meets all my needs, just a little bulky to store as its not really design to be dismantled.i just need to ise it more :-)",2020-02-20
9599,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Service,Jx,5.0,United Kingdom,nan,Verified Purchase,"I owned one previously, this service and product are 100% better!!!

Thank your team so much 😁

Peace
Jx",2020-02-29
9615,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Does what it says on the tin.,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,"Good quality, albeit a slight gap between the wheels and the handle which I wasn’t expecting.Sturdy bit of kit, seems strong and doesn’t give me any concerns.All in, a good quality roller that does what it needs to do - cause me intense abdominal pain!",2020-02-28
9633,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Abbadabbadoo,Griff1970,5.0,United Kingdom,nan,Verified Purchase,Ace little product this for ten quid. Was using it about 20 seconds after opening the box. Sturdy and steady. Mint!,2020-02-29
9640,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,"Simple to assemble, easy to use",Noodles,5.0,United Kingdom,nan,Verified Purchase,"Arrived promptly from seller
Simple to assemble
Works very well
Small foam mat for knees is a nice touch, but a bit on the thin side
Overall 5*",2020-03-29
9654,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Great addition to gym gear,Busola,3.0,United Kingdom,nan,Verified Purchase,"Ultimately this is not for the faint hearted, it really does get the abs working and tests fitness! Would definitely recommend.",2020-03-08
9675,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Good piece of equipment.,MHF,4.0,United Kingdom,nan,Verified Purchase,This seems sturdy enough and was really easy to assemble. I can really feel it working. The mat isn't great but might just be because I have a damaged knee. I use a thick gardening knee pad and it makes all the difference. Still worth the money.,2020-02-16
9676,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Excellent product,Russ C,5.0,United Kingdom,nan,Verified Purchase,Great piece but look forward to some sore stomach muscles !!!!!!!!!!!!!!!!!!!!!!!!!!!!,2020-02-13
9685,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,AB ROLLER,M E Barton,5.0,United Kingdom,nan,Verified Purchase,"Simply but effective an exerciser, that really works...",2020-03-06
9689,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Very nice roller,kkd,5.0,United Kingdom,nan,Verified Purchase,"Very nice roller, easy to assemble and carry around. Few months and still like new, highly recommended.",2019-12-27
9691,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Not for an adult,Twdd,1.0,United Kingdom,nan,Verified Purchase,"Very disappointed with the size of this, not heavy enough for an adult complete rip off",2020-01-18
9704,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Cheap rubbish,DST,1.0,United Kingdom,nan,Verified Purchase,"So flimsy, they'd struggle to support an 8yr old",2020-02-29
9712,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Excellent Value.,57,5.0,United Kingdom,nan,Verified Purchase,"Great product, and very inexpensive.  Highly recommended  (although, do check out YouTube videos on the correct method of use)",2020-02-27
9728,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Practical and good,Hutch,5.0,United Kingdom,nan,Verified Purchase,Great item and quick and easy to use.,2020-03-31
9737,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Unstable and not safe,Nigel snook,1.0,United Kingdom,nan,Verified Purchase,Absolute rubbish,2020-03-25
9756,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,All good,Graham Webb,4.0,United Kingdom,nan,Verified Purchase,Not as easy as it looks...,2020-02-11
9762,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Good device to be honest.,TJ,5.0,United Kingdom,nan,Verified Purchase,Good workout to be fair. I used it on a diet and my chest became more sturdy within days.,2020-03-04
9778,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Just what I needed,erick,5.0,United Kingdom,nan,Verified Purchase,Simple and effective,2020-03-20
9791,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Great build and use is excellent,Huseyin,5.0,United Kingdom,nan,Verified Purchase,Fantastic product and great price. Love it use it daily,2020-01-28
9793,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,None,Amazon Customer,2.0,United Kingdom,nan,Verified Purchase,Okay,2020-03-19
9797,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Great,Sparky17,5.0,United Kingdom,nan,Verified Purchase,Great for home exercising to keep you in shape,2020-01-04
9801,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Excellent,philip yearsley,4.0,United Kingdom,nan,Verified Purchase,What a workout,2020-01-18
9803,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Good idea for fitness' fans!,Cliente Amazon,4.0,United Kingdom,nan,Verified Purchase,Very good price/money Christmas present for fitness fans!,2019-12-17
9811,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Great for abs,Ayaz China,5.0,United Kingdom,nan,Verified Purchase,Great for abs but you have to put the work in at least three times a week.,2020-03-24
9812,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Roll,Haveiteasy,5.0,United Kingdom,nan,Verified Purchase,Wheely good,2020-01-03
9814,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Does the job,gary,5.0,United Kingdom,nan,Verified Purchase,Good value,2019-12-04
9820,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Really easy to assemble,Stacey Taylor,5.0,United Kingdom,nan,Verified Purchase,Great product,2020-02-06
9825,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Stairway to six pack,M.S.Premkumar,5.0,United Kingdom,nan,Verified Purchase,"I regularly do abdominal exercises, this one is easy to assemble and dismount,good firm to stretch your abdominal muscle any where on a hard surface",2020-02-13
9828,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,excellent.,D. Boulter,5.0,United Kingdom,nan,Verified Purchase,excellent.,2020-03-05
9831,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Great for core strengthening,Sarah,5.0,United Kingdom,nan,Verified Purchase,I bought this for my daughter for conditioning training for gymnastics She finds it easy to use and It is sturdy enough for me to use too!,2019-12-08
9851,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Perfect for ab sessions,Kamran,5.0,United Kingdom,nan,Verified Purchase,Great product.. very happy,2020-02-28
9857,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Brilliant,Mr Calum Ramage,5.0,United Kingdom,nan,Verified Purchase,Great product. Abs are feeling it big time!,2020-02-19
